text,is_desc
"Every one of these fifteen or sixteen widely spread beach plants has buoyant seeds or fruits (in most cases it is the seed that is concerned) which can float for a long time unharmed in the sea; and respecting some, such as the two species of Guilandina and Thespesia populnea, it is known that their seeds can float for a year in the sea without loss of the germinative capacity. A plant has, in fact, been raised from a Guilandina seed cast ashore on the coast of Ireland.
But there is not a species in this group of beach plants that would not respond to the test involved in the transport of their seeds or fruits in a sound condition from West Africa to Brazil in the Main Equatorial Current, though in the case of Dodonewa viscosa the minimum limit of flotation-capacity is only just attained.",0
"The Beach Plants restricted to the New World and West Africa.— When the test above mentioned is applied to the small group of beach plants that beyond the New World are only known from the shores of West Africa, we find that two out of the three respond to it—namely, Chrysobalanus icaco and Conocarpus erectus. The third, Ecastaphyllum brownei, presents the same problem that was offered by Andira inermis and Symphonia globulifera amongst the riverside and estuarine plants. Here we have three plants that grow on the opposite sides of the tropical Atlantic with to all appearance no capacity for accomplishing the ocean passage. At first sight it would seem that the validity of the current hypothesis is here impugned; but in one case, at least, it is likely that quite other considerations arise. Thus Symphonia globulifera, an estuarine tree, belongs to a genus that is mainly confined to Madagascar, the exceptions being two West African species, one of which, as in the present case, is found in the West Indies. It is obvious that the discontinuous distribution here indicated may not be connected with means",0
"MISCELLANEOUS PLANTS 181 unharmed the long trans-oceanic passage of about two years from the West Indian region in the Gulf Stream drift to the West Coast of Africa. We are here presented, therefore, with a dilemma such as was offered by Chrysobalanus icaco, one that could be evaded only by postulating a common centre of dispersion in high northern latitudes in a warmer geological age. This postulate seems the more probable, since, as Dr. Safford informs me, Anona senegalensis, a typical shrub or tree, that extends from the East to the West Coast of Africa, is ‘‘ apparently most closely related to certain species growing on the plains of Southern Brazil and Paraguay ’’ (letter cited).",0
"A ie may here be said on the synonymy of this species. Dr.
Safford conclusively shows (p. 14) that the two plants to which Linnzus originally applied the specific names of glabra and palustris belong to one species. But it is possible that under the same specific type may be also included Anona klainit, Pierre, of the West Coast of Africa, which is at all events “ very closely allied to A. palustris, if not identical with it.”’ Dr. Safford, whose work has here been quoted (pp. 5, 15) tells me that the seeds of the two cannot be distinguished. I would point out that whilst on p. 15 this author speaks of these two species as on the West Coast of Africa, he alludes to them on p. 5 as on the eastern coast of the continent. That the West Coast is the true habitat is, however, indicated in his letter to me. Prof. Urban, as he shows, formed the same opinion of the close affinity of the two forms.",0
"In conclusion, reference may be made to a curious abnormality frequent in the seeds of another species of Anona (A. muricata).
Here the cotyledons are separated by a thin sheet or film of the endosperm, about half a millimetre in thickness, which occupies the length and breadth of the seed-kernel with the exception of a deep notch in its base for the hypocotyl. It is best examined after the embryo has begun to grow, and is about half the length of the seed.",0
"Empty fruits of different species of this genus of palms were identified at Kew amongst my beach-drift collections from the Pacific and Atlantic sides of the Panama Isthmus. They were also included among the Morris collection of Jamaican beach-drift (Chall. Bot., IV., 304). I found them occasionally on the Trinidad coasts; but they did not come under my notice on the beaches of the Turks Islands. However, since I came upon a typical specimen on the coast of Pico in the Azores, it would seem likely that they would reach the shores of Europe. The drift fruits are always empty.
They are rather like miniature coco-nuts, and are usually about 1} inch or 31 mm. in length.",0
"MISCELLANEOUS PLANTS 1938 and lastly there is the cosmopolitan species we have been discussing.
Fawcett and Rendle, from whose work on the flora of Jamaica these facts of distribution are taken, follow Bentham in regarding Cassytha filiformis and C. americana as one species. The parallel between Cassytha and Scevola becomes still closer when we reflect that the only species recorded from the New World is in each case the only species that is common to the western and eastern hemispheres, namely, C. filiformis and Sc. plumiert. A somewhat similar parallel is offered by Dodonea, another Australian genus, which is dealt with under the head of D. viscosa.",0
"In their suitability for being dispersed by frugivorous birds there is another point of resemblance between the genera Cassytha and Scevola. In neither genus, however, could we often appeal to this agency for trans-oceanic dispersal. In this respect I have somewhat changed the point of view adopted in my previous work (p. 71).",0
"This shrub has a special interest, because it is not only widely distributed in the tropics of the New World but also grows in West Africa. It has an edible fruit, and its occurrence on the opposite sides of the Atlantic raises much the same questions that are raised by the Hog Plum, Spondias lutea, which has the same distribution.
Both have the reputation of possessing edible fruits, which, however, are not very palatable in the raw state except to animals. With both there is a suspicion that the aborigines may have aided their dispersal, and in both the agency of the currents has been invoked. The efficacy of the last agency is more assured in the case of the Hog Plum, which is discussed at length in Chapter VI.; but for the Coco Plum the ground is not so certain, as is explained below. However, it should be remarked that two eminent botanists, De Candolle and Hemsley, basing their inference on general considerations, regard the plant as dispersed by the currents, though the first named looks upon the interference of man as equally probable (Géographie Botanique, pp. 784, 792; Chall. Bot., I., 48; IV., 279).",0
"From the data given by various authorities it is apparent that Chrysobalanus icaco ranges in the New World from South Florida and the Bahamas through the West Indian region to Trinidad, and from Mexico through Central America by way of Venezuela to Brazil.
It evidently grows on all the larger West Indian islands and on most of the Lesser Antilles. In the New World the species may be viewed as possessing two forms, an inland form restricted to that hemisphere and a coast form found also in tropical West Africa. The inland plant, originally differentiated as C. pellocarpus, Mey., frequents moist woods; whilst the coast plant is a typical shrub of the vegetation lining the beach. (I have here followed Fawcett and Rendle in their union of the two species in their Jamaican flora. This was the view of De Candolle, and the exigencies of distribution long since compelled me to support his opinion.)",0
"Fawcett and Rendle, it may be found on the seashore and inland at elevations up to 3000 feet. Disregarding its inland stations, I will here refer to my observations on its occurrence at the coast on this island and to those of others in the West Indies and in West Africa. It is instructive to notice its associates, and they are sufficiently varied to cause reflection. At Falmouth (Jamaica) it grew on the drier ground of the coast flats behind the Batis-SalicorniaSesuvium association of the muddy borders of the mangrove belt, and in the company of Guilandina bonducella, Coccoloba uvifera, and Borrichia arborescens. On the south side of the island, to the east of the Black River and opposite the Salt Lakes, it grew on a strip of sea-beach fronting the inland marshes in the society of a Pancratium, and served as the host of a conspicuous yellow-coloured Loranth (Phoradendron). In the Virgin Islands it is found amongst the trees bordering the beach, such as Coccoloba uvifera, Hippomane mancinella, and Thespesia populnea ; and in the Bahamas it grows on Watling Island behind the Tournefortia-Suriana association in the company of Genipa clustifolia and Coccoloba uvifera (Harshberger, Phyt. Surv. N. Amer., pp. 686, 690). On the beaches of South Florida and on the dunes in their rear Coccoloba uvifera, the Seaside Grape, is still the constant associate of the Coco Plum, Chrysobalanus icaco, an association on which light may be thrown when we deal with the plant first named (Harshberger, vide infra).",0
"But it is apparent that Chrysobalanus icaco is also a characteristic plant of the great fresh-water morass of the Everglades in the heart of South Florida. There it thrives in the patches of forest, known as the “‘ hammocks,” that rise up in the midst of the swamps and serve as sanctuaries for the West Indian vegetation that ages since, when the region of the Everglades was submerged beneath the Gulf Stream, occupied low islands rising up in a shallow sea. It is at home also in this swampy interior at the edge of the cypress swamps and at the borders of streams. In the company of such typical West Indian littoral and estuarine plants as Hippomane mancinella (Manchineel) and Anona palustris, Chrysobalanus icaco has been for ages a denizen of the Everglades (Harshberger in 7'rans.
Wagner Inst., Philadelphia, 1914, pp. 67, 70, 1385, 172; and Phyt.
Surv. N. Amer., 1911, pp. 230, 698).",0
"In the tropics of the African West Coast, where the Coco Plum is stated to be very common, it figures as a characteristic littoral plant. Writing of the coast near the mouth of the River Nun, Dr.
Vogel observed in his journal that “‘the strand is clothed with jungle close to the sea, consisting of Chrysobalanus icaco and Ecastaphyllum brownei,” the last named being also a West Indian littoral shrub (W. J. Hooker’s Niger Flora, 1849, pp. 35, 336).",0
"In the dispersal of this species both birds and currents have played apart. Although its fruit would attract pigeons and birds of similar habit, we could only appeal to such an agency in the case of interisland dispersal. The protection of the relatively thin-walled stone would of itself be insufficient to enable the seed to withstand without injury a sojourn of several hours in a bird’s crop, and this unfitness would be emphasised by the imperfectly filled hole at",0
"MISCELLANEOUS PLANTS 205 and one Philippine species, the most important difference between the two genera being that Crudya, unlike the other genus, has no species common to both the American and African sides of the tropical Atlantic. This difference is associated with the fact that when we compare the two species of these genera that are most likely to be dispersed by the currents, Chrysobalanus icaco of the seashore and Crudya spicata of the fresh-water morass of the lower levels, the only one that could perform an ocean traverse through the agency of its floating fruits or seeds is Chrysobalanus icaco, the West African shore plant. But even here the traverse of the ocean is restricted by the limited floating capacities of the fruit to the passage in the Main Equatorial Current from the Gulf of Guinea to Brazil. .",0
"The distribution in the West Indies of the trees of the genus Crudya, as indicated by Grisebach, is very interesting and provokes inquiry. Three species are named, of which two are described as frequenting swampy districts; whilst the station of the third is not mentioned. All occur in the Guianas, one of them (the species under consideration) being found also in Jamaica and the other two also in Trinidad.",0
"It is with the species at home both in Jamaica and Guiana, namely, Crudya spicata, that we are specially concerned, though it is highly probable that the general features of its behaviour will be reproduced by the other two species. This tree raises all the questions presented by Symphonia globulifera (p. 243) and Grias cauliflora (p.211). It is especially comparable with the first named, since both occur in Guiana. All three plants are trees of the riverside. In all three cases the trees add their fruits or seeds to the floating river-drift, and in all three cases the floating fruit or seed is usually found in the germinating condition. In not one of these three trees do the means of dispersal explain the presence of the same, or, as in the case of Grias, of closely allied species in the large West Indian islands and in the South American mainland. All three species are in the same sense “ difficult’? plants. They are all of the greatest significance to the student of distribution, and in all of them he is forced to admit that “‘ means of dispersal ”’ do not explain “‘ range.”",0
"Crudya spicata, according to Grisebach, flourishes in the great morass of Westmoreland in Jamaica, and Britton has more recently referred to it in the same locality (Harshberger, p. 678). I found it in that district on the banks of the Cabarita River in association with Grias cauliflora. It also came under my notice on the banks of the Black River near Lacovia. The flat ligneous legume, which is about 34 inches long and tardily dehiscent, contains one or two large seeds which possess only thin, pervious, membranous coverings that afford no protection against drying and but little against the penetration of water. The pods are to be seen afloat in the riverdrift as well as the seeds; the last owing their buoyancy to a large central cavity between the flat cotyledons, the embryo itself having no floating power. When the seeds occur in the floating drift, they look rather like those of Entada scandens, and the Black River people give them the same name of “‘ Cacoon’”’; but they are readily dis-",0
"Birds; as seed-dispersers, 32, 175, 192, 198, 252, 291, 294, 354, 418-422, 435, 437, 450, 454, 489, 499, 500; sea-birds, 32, 294, 421, 499, 500; pigeons, 175, 192, 198, 252, 418, 435, 454, 489; parrots, 175; wild ducks, 420 —— and Currents associated in seeddispersal, 192, 230, 232, 252 —— migration to Africa, 354; to the West Indies, 500",0
"Chapter dealing with, 46-82; drifting rates, 64-71; summary, 78; tables, 52, 53, 57, 61, 65, 66, 67, 71, 462, 464, 466, 475; history of the investigation and sources of materials, 46, 47; the value of bottle-drift data, 48; proportion of recoveries, 48, and the associated difficulties, 49; tracks of bottles thrown over together, 49; divergent tracks of derelicts and casks, 50",0
"Illustration by bottle-drift of the distribution by the equatorial currents of seed-drift over the West Indies, 72; the burden of the Main Equatorial current, 73; the island of Trinidad as a centre of seed-drift dispersal, 74; the transport of Amazon drift to the West Indies, Florida, and Europe, 75; the balance of the account between the Old and the New World, 76; drift carried by currents round Cape Horn, Cape Agulhas, and the North Cape, 78",0
"The difficulties connected with the drift-rates of bottles across the Atlantic, 64; the drift-rates from the West Indies to Europe, 65, 66; from Europe to the West Indies, 66, 67, 68; from tropical Africa to Brazil and the West Indies, 67, 69; from off the Amazon estuary to Florida, 70, and in the Brazil current, 70; general results for the Atlantic, 71",0
"Ilex, 406, 408, 417, 418, 429; I. azevinho, 407 perado, 369, 370, 373-375, 378, 386, 387, 392, 398, 400, 406, 407, 429; at great altitude in Azores, 373 Inagua Islands (Bahamas); plants, 168, 284, 286, 287, 290; bottle-drift, 464 Indian Nuts, old name in Scotland for West Indian drift seeds, 23, 24, 31 Ocean; its traverse by seed-drift as illustrated by bottle-drift, 47, 50, 297, 298, 301-305, 306-308, 311; passage into South Atlantic by bottle-drift, 62, 63, 74, 80",0
"Ipomecea acetoszfolia, 217 carnosa, 87, 92, 217, 384, 404, 421 kentrocaulos, 161 pes-capre; general treatment, 219; seeds in beach-drift, 5, 6, 12, 17, 219, 242, 446; dispersal by currents, 87, 92, 219, 291; distribution of the species, 87, 217, 218, 219; on the Turks Islands, 278-283, 288, and the Florida sand-keys, 451, 452, 454; compared with Convolvulus soldanella as regards range, 220 tuba, 87, 92, 220, 280, 281, 291, 292, 452 tuberosa; general treatment, 161; popular name, 210; seeds in West Indian beach-drift, 11, 12, 162, and in European beach-drift, 24-27, 32-34, 161-163, being used as charms in the Hebrides, 24",0
"Stranded bottles; one from the vicinity of the Cape Verde Islands, 59, 72, 76; one from the channel between the south-eastern Bahamas and Hispaniola, 65, 72, 466, 477; one from the Caribbean Sea to the south of Jamaica, 59, 76; three from the seas between Cuba, Florida, and the Bahamas, 52; seven from the vicinity of Cape Hatteras, 49, 52; one from a position to the south-east of Cape Cod, 50; ten from the seas south of Nova Scotia and Newfoundland, 52; two",0
"ARTOBOTRYS odoratissimus. False Ylang-Ylang, or Cinnamon Jasmine. T. Asia. A choice flowering s ru.
0 3-in. pots, small........ SUSE N EE Aner ee $0 50 $4 50 $40 00 Larger, 4-Im. pots..............0000% 75 6 50 AZALEA indica. Indian or Chinese Azalea. H. A splendid collection. Beautiful for planting in shady places. Please state color wanted. Each 10 00. < 8't6' 121m. BOR. fh. TRIS. RERRAL $1 00 $9 00 $85 0012 tomMB4im.Vi 29! 88, O62 219 fo, eee 2 00 17 50 150 00 BOUGAINVILLEA. See page 20.",0
"Cockle: or aod — Agrostemma githago Coco nut palm | Cocos nucifera Cocoa plum. ——sChrysobalanus icaco: Codlings and cream — ipilobium hirsutum Coffee, Arabian.,.... ———iss Coffea arabica Coffee, W. Indian ae Coffea occidentalis Colewort, rape, &c. Brassica napus Colewott, SeAqcs Slane Crambe maritima Colewort, sea’ : Convolvulus soldanella Colocasia; or great Bayntinn arum Arum colocasia Coloquintida ; or bitter apple Cucumis colocinthis Colt’s-foot, common. | Tussilago farfara Colt ’s-foot,y Alpine - — — Cacalia suaveolens ©",0
"Columbine, common. 2 Aquilegia vulgaris ens: Col in cacanbete OH meadow } Phatictrum aquilegifolium Comfrey, common; Or oeoRite } Symphytum officinale | greater Consound, middle ;. or rt bnele Ajuga reptans .
Consound, lesser ; Or self-heal Prunella vulgaris Consound, least; or daisy Bellis perennis.
acount. Le Ges Vay: Lormentilie erecta | Consound, SamncsTOSs or wound1 Solidago virgo aured an Consound, true Saracen’s . . Senecio sarracénicus Consound, marsh t= Comarum palustre Consound, Povalisueceh — Delphinium consokda .
‘Concound, golden guiart Cistus ladaniferus Contrayerva ' mee Dorstenia contrayerva, .
Contrayerva of Hermandes Passiflora Convolvulus ;..or..bindweed........... ConvoloulusouConvolvulus, scarlet = = ~— Lpomoea coccinea Convolvulus major : Convoloulus purpureus Coral tree; or dog-wood of J amaica irythring corallodendrum: Coral-wort : or toothtwort a : Dentaria buibifera — * Consound (consolida), a name formerly given to certain SUiacaaa pls fray their power of conglutinating and consolidating the parts; as symph yluin emer Was called consolida major, or greater cousvund, &c.",0
"The Mexican name of this fruit, zapote blanco, can only be translated white sapote. The Nahuatl term tzapotl, applied by the Aztecs to all soft, sweet fruits, has passed into Spanish as zapote, sometimes, but incorrectly, spelled sapote, and is applied to many distinct fruits in tropical America. The spelling sapote, in place of zapote, probably more accurately represents in English the pronunciation of the Spanish name. Sapota should not be used. The Guatemalan name for this fruit, matasano, is perhaps preferable to white sapote in some ways, but the latter has the advantage of usage in the United States.",0
"Chrysobalanus icaco L.. Ieaco, plural iecacos. While the name coco-plum is often seen in literature, it has no meaning and is objectionable because of the use of the word plum. Icaco, while not so well adapted to the English language, is the only other name sanctioned by usage which seems acceptable. It has the advantage of widespread use in Spanish-speaking countries.",0
"Chrysophyllum caintto L. Caimito, plural caimitos. The name starapple is used in Jamaica and other English-speaking islands, and considered solely on the grounds of usage would probably have to be retained. Since, however, the fruit is not yet grown extensively in any part of the tropics, and the name caimito is used in Cuba and other Spanish-speaking countries, it may perhaps be desirable to adopt it in place of starapple.",0
"Tree; branches 34 cm thick, hollow with septate cavity, leaves orbicular, large, 50 cm in diameter, briefly peltate, 10-lobate, sparsely pilose above, glabrate, green, below intensely white, nerves reticulate and patently hirsute; lobes widely orbiculate, margins undulate, apex rounded or short acuminate, sinuses rounded; petioles 40 cm long, 1 cm in diameter, terete, white-arachnoid, base thickened, dingy hirsute; stipules oblong-lanceolate, acute 16 cm long, 6 cm wide, hirsute on both sides, except for glabrisculous margins, margins absolutely entire; male spathes rounded, apex longly attenuate, 14 cm long, grey pubescent on the outside, peduncle robust, 8 cm long; male spikes ca. 19, sessile, 10 x 3 cm; female spikes unknown.",1
"Jiangxi 396, 403, 412, 413, 420, 423 Sichuan 394, 395, 396, 398, 402, 412, 414, 416, A208 423 le 32 Taiwan 395, 396, 402, 407, 412, 413, 420, 423 Xizang 387, 390, 395, 396, 398, 403, 404, 407, 411, 412, 416, 419, 423, 425, 426, 429, 711 Yunnan 387, 390, 395, 396, 398, 401, 402, 403, 404, 407, 411, 412, 413, 414, 416, 419, 420, 421, 423, 424, 425, 426, 428, 431, 711, 712, Mex Tili ls. i20., 721, 72557285 129.730: 731 Gaoligong Shan (Gaoligongshan) 387, 388, 390, 391, 392, 394, 395, 397, 398, 399, 400, 401, 403, 404, 405, 406, 407, 408, 410, 411, 412, 415, 416, 417, 418, 419, 420, 422, 423, 424, ADS. 42654285 429; Fil, 712) 71g, (ss 720; 724, 725, 726, 728, 729, 730, 731 Zhejiang 395, 396, 402, 403, 407, 412, 413, 420, 423 Chloranthaceae 286, 295 Chloris paniculata 252, 258, 326, 327 Chondrodactylus 596, 695 Chromolaena odorata 292 Chrysobalanaceae 258, 287, 295 Chrysobalanus 258, 295 C. icaco 295 Chrysogorgiidae 733 Chukchi Seas 358 Cerbicale [Cerbicali] Ids. (see Italy) Citrus 337 C. x aurantifolia 337 C. x aurantium 337 Clibadium acuminatum 292 Clidemia 315, 341, 554, 587, 588, 589, 590, 5 C. almedae sp. nov. 587, 588, 589, 590, 5 . bullosa 341 . condolleana 341 . cordata 590 . crotonifolia 590 . cursoris 592 . discolor 587, 590, 592 epiphytica 592 hirta 341 . novemnervia 316 . ombrophila 315 . ostrina 590 C. pustulata 316 C. rodriguezii 592 C. strigillosa 315 C. umbonata 315 C. urticoides 590, 592 Clusia rosea 250, 251, 252,",0
"Clusiaceae 287, 297 Cochlidium serrulatum 269 Cocos Island (Isla del Coco ) 247, 248, 249, 250, 251, 252, 253, 255, 256, 257, 260, 262, 263, 265, 267, 269, 270, 271, 272, 273, 275, 276, 279, 280, 281, 282, 283, 285, 289, 290, 291, 292, 293, 294, 295, 297, 298, 299, 300, 301, 302, 304, 306, 307, 308, 311,312; 313, 316; 317; 318, 311953225623 5605"" 326, 327, 328, 329, 330, 332, 333, 335, 337, 338, 339, 341, 342 Cocos nucifera 250, 253, 257, 292 Coelorinchus 433, 434, 435, 436, 437, 438, 439, 440, 44] C. amirantensis sp. nov. 433, 434, 436, 438, 439, 440 C. kermadecus 433, 437 C. lasti 433, 437 C. trachycarus 433, 440 C. yurii sp. nov. 433, 434, 435, 436, 437 Coenosia 803, 805, 806, 820, 821, 822, 823, 882, 894 C. aberrans sp. nov. 806, 821, 822, 894 . humilis 820, 821 . madagascariensis 820, 821 . nitidiventris 820, 821, 882 . nova 805, 820, 821 . Strigipes 820, 821 . trichocnema 820, 821 Coetivy 863 Coffea arabica 330, 332 Coleoptera 203, 215, 541, 711 Colletteichthys 945, 946, 949, 950, 951, 952 C. dussumieri 949, 950, 951, 952 Colombia 289, 291, 292, 295, 302, 308, 311, 316, 317, 318, 321, 326; 337, 338, 341, 5524555, 587h 588"" 590, 592, 1012, 1013; see also Columbia [sic] Colophospermum mopane 605, 614 Colopus 596, 695 Colubridae 58 Columbia [sic, in part] 210, 272, 285; see also Colombia Combretaceae 287, 297 Commelina diffusa 297 Commelinaceae 288, 297 Comoros Ids. 109, 780, 808, 809, 810, 814, 815, 838, 863, 868 Complicitus 36 Conocarpus erectus 297 Congo 116, 119, 128, 131, 161, 279; see also Democratic Republic of Congo Congo Basin 826, 836 Conopidae 473, 806 Conostegia lasiopoda 315, 316",0
"Dr. Marx said that he had investigated one case of a supposed death from spider bite in Washington, D. C., which resulted in showing that the victim had gone to sleep at night and had awakened in the morning with a pustule on the neck, which rapidly inflamed and enlarged, and eventually caused death. No one had seen any spider, and the assumption that there had been one was utterly unfounded, yet the case was published everywhere as an undoubted one. |",0
Mr. Schwarz said that to him the most interesting point was the season at which this parasite was found. It was so early in 4 the spring that it seemed scarcely likely that it had attained its _ present development from an egg deposited this season. ‘The in_ ference was that it had hibernated with its host.,0
"Described from Cuba, no date, Poey collector. Specimens in the U. S. National Collection are from Arecibo, P. R., July 27, 1931, to April 2, 1932, Anderson, Berry, Faxon, Mills and Oakley collectors; Villalba, P. R., Oct. 27, 1931, Anderson and Oakley collectors; Fajardo, P. R., Sept. 1, 1931, Martinez collector; Baragua, Cuba, no date, L. C. Scaramuzza collector; Rio Piedras, P. R., February 5, 1932, Anderson and Mills collectors; and Bayamon, P. R., June 6, 1932, Oct. 28, 1932, Kisliuk and Ludlam collectors. Specimens were captured on guava, star apple, pomarrosa fruit, grapefruit, and sour orange, and adults taken at light.",0
"The type has one very good character which Loew did not mention in the original description. On the dorsum of the thorax, at the middle of the posterior edge, is a black spot which sometimes extends onto the scutellum. This species is more of a deep golden brown color than a clay-yellow as stated by Loew.
The wing pattern is mostly of a rich golden brown, the apex of the inverted V is definitely connected with the main pattern.",0
"This species was originally described by Townsend (3/, p.
345-346) in 1913. Hendel (/4, p. 73-75) in 1914 referred to the species in a footnote and in his table of species. It has been considered a synonym of fraterculus Wied. by some workers but the writer examined the types and is convinced that it is a good species which may be distinguished from all the other species of this genus by the black thoracic marking, the wing pattern, and the general pale color.",0
"Described from Chosica, Peru, no date, and Sullana, Peru, issued March 5, 1912, from peaches, C. H. T. Townsend collector. Other specimens in the U. S. National Collection are from Trujillo, Peru, May 26, 1932, Malamba, Peru, March 31, 1932, Asenda Caballera, Peru, March 31, 1932, Est. Inf.
Sugarcia, 13 km. north of Lima, Peru (no date), Arica, Chile, February, 1929, La Maita, Arica, Chile, February 7-8, 1932,",0
"Abstract.—Horama margarita, new species, is described from Cuba and Horama rawlinsi, new species, is described from Haiti and the Dominican Republic. These two species have been confused with Horama diffissa. The male of Horama diffissa is described and illustrated for the first time. Mimicry with the paper wasp, Polistes exclamans, is noted.
Bourreria ovata [Boraginaceae] and Chrysobalanus icaco [Rosaceae] are reported as sources of nectar for Horama diffissa. Horama zapata, previously kown only from Cuba, is reported from the Bahamas.
Key Words:",0
"On Great Exuma Island in the Bahamas, I observed many Horama diffissa Grote (1867) nectaring at the blossoms of Strongback, Bourreria ovata Miers (Boraginaceae), and Coco Plum, Chrysobalanus icaco Linneaus (Rosaceae). The moths could be easily collected in the daytime but would also come to an ultra-violet light after dark. Adult diurnal activity began in the late afternoon, about 1600 hours, EST, and lasted one to two hours with another peak in activity at dusk. Based on field observations from November through April, and on museum records, the peak flight appears to be in January. Several pairs were taken in copula and it was obvious only one brown Horama species was present. Horama zapata Dietz and Duckworth, a gray species, also occurred on the island, but in this case diurnal activity was not observed. This represents the first report of H. zapata outside of Cuba and the first report for H. diffissa in the Bahamas.",0
"Plum. In flight, the mimicry was very striking as the two species were nearly indistinguishable. As with many mimetic and chemical-protected arctiids the body is very elastic allowing it to be pinched without being crushed. Another vespid, Misschocyttarus cubensis (Sauss.), and a second Polistes species were also present and represent Muellerian mimics of the dominant wasp, P. exclamans, forming a complex mimetic assemblage.",0
"A genitalic dissection of a male H. diffissa disclosed structures very dissimilar to those previously associated with this species.
Based on a study of a small series of adults, Dietz and Duckworth (1976) had concluded all represented a single, sexually dimorphic species. Based on additional specimens and field observations, I determined that three species were involved. Dietz and Duckworth had only representatives of females of H. diffissa and only males of two other species from Cuba and Haiti. The type of H. diffissa was examined to ascertain its status with regards to the other species involved. The “male” type of H. diffissa, in",0
"Ceroplastes floridensis.................- 729, | Chatham Island, birds occurring on--- 472 730, 781, 732, 734, 736, 738, 742,743, | Chauliops fallax ...:-...-.........-.__.... 264 149, 750, 754, 757, 763, 767, 781, 784 | Chenopodiacess._............-.....-_._.- 761 IPrerilanrisges--oseeesces-= 5 == (ole C honopodiurmesss = cee so ee 761 FjalMalGensisses-=-- = 2--) (2G) Chermes'camelliz=---.22--—-- 20 728",0
"MMM OS see Ieee oe eee 740 dionis mst et een Ds ee vue ATT Coos are eee ee eee 757,768 | Chilomycterus geometricus _-..__-_787, 788, 820 plumibaginis=--.--2---— ——_ HOoU || CHUMP Tas Ss. ease ee eee 403 FOSIGU eee oe eaS Secon ese 748 | Chimpanzee, parasites of __..________._220 TUDENS stent es nace 736, 767, 784 tapeworms Of. ==. 161, 216 TUS Glee ee fot ore. || Chionaspisiaceris.__-.. 2-2-6 oo 735 VANISOT [emer ns se te eo 744, 748 ani Sas ee oe eee 768 Ceroplastodes acacie -_....--------=----. 739 AMELICRN dees es 6 oes ee 765 Galea sei a. sees secs 737 aSpIGIStri S529. eee es 778, 779 MAVOUSce senna cees so scne 740 var. musseendze. 152 @onthiamotatusieess-3 20-5522 sean cases 693 assimiligh=es = s=-= Repel Sri 746 BOVI-Man alse ee soe ee 693 bilobis --..... 731, 751, 755, 756, 767, 783 Werthidoa weet ete nes ce 463, Ibpaziliensis 22222. soso ss2=- a Dee 465, 466, 467, 470, 473, 475, 479, 496, 662 aL pOM Ar elves cock eee meee 469, 470, 478, 497, 498, 500, 666 ascertained range of ________498 bifasciata -_--- 473, 479, 497, 498, 504, 666 GINCTASCCNS sa--2s——c-25 see 472, 478, 497, 498, 503, 504, 665 fusca?. 477, 478, 497, 498, 502, 503, 504, 663 key toispeciesio£--=-<2-< < 25:22 497 luteola-=—— === 472, 478, 497, 498, 501, 666 moentalisi= 22... 476, 479, 497, 498, 504, 666",0
"Challenger, fishes collected by -------__421 @hamaiexoeyra cs. .2-- --..-25.2-52=s~e2v7 Mellw@cid ssa. se \ sss ew ce s-=5377 (hamponrOps sasssc~se=o saa5 5-222 ose-u= 780 Amistralis.s 224 2scse-=-2082 3 780 Champaropsis elegans --..---.---------.- 780 Chana driid ae ener t re ae cee eee 626, 680 Charadrius aegialites bifrontatus _____ 680 NIatiGulasses sees 627 himantOopusuce-sseeace - 633, 680",0
"Citris ne. Sic eee enc ons 732 auifireilisS ae ase ees eae 764 Gubiat es oeetke es 742, 753, 784, 785 Vai INOW eee eee 746 dysoxylik sous eS 727, 729, 733 elmaenie == e-.2 0. se soak 764 CUP enID sie ee eee 746, 749, 752 GUOM YAN Sse. os see eons eee 734 fartarusss: soe. = 741, 743, 744, 756, 766 COSSY Dlle eee eae 730 STAM INNIS Ao see oe oe 783 latis2 se3 <b eee eee 732 Lintner 2--—. = ae 768 MINOT eRe Se eee = 729, 730, 735, 749, 752, 757, 758, 759, 777, 779, 781 Mitida see ee 137 Onvholobiseees=- = aes 77 Dinifolie ssa ees 773, 774 planchoniihess ee ee ee 769 POPUL =e, eee vw prunicolavejce: es =-- 742 QUEICUS Seen aie e 769 Salicis 2 ese eee 756, 770 ani OTE eee 771 Sparbines 2. coo eee ee 782 thew a+ 4 eons ees 729 VaCCinil 22228 <2 eee eee = =o 754 Wand alicussecssesee. 4 ease 780 KeTOUGISt esse eee 779 Chiropterassss so cans eae cee e eee 4 Chlorophthalmus proridens _____. ---__404 new species 406 Chlorostoma aureotinctum,-------_--_37 funebrales-_-2-= see-2. = 317 fuscescens _--..... SN ese 377 Palle a2 se ne 317 Chrysanthemuim =o ses eee eee oe 753, 754 Chrysobalanusicaco 2-2=. --.---.-4: = 740 Ghrysochloney S228 eke nee eee 4 Chrysochlorids\s32 ee 18, 107 Chrvsochloris =--- eecee see ee PAG CAPECNSISUS 08 2 eee 3 Crandisie=—2se ae aes 256 Chrysomphalus minor’ 2222222. 2 781 Chrysophyllum cainito ---.-.-----:----- 755 Clead ahs 2222 i ae acter assess cooeee <9 0965102 eet eee ae 276",0
